identifier,name,type,usage,frequency,dme_channel,dme_rx_frequency,dme_tx_frequency,dme_bias,vor_slaved_variation,loc_heading,gs_angle,reception_range,latitude,longitude,elevation,region,airport,airport_runway,country
AGU,AGUASCALIENTES VOR/DME,VOR-DME,ENROUTE,113600,83X,1107000,1170000,0,6.000,,,150,21.711400000,-102.319047222,6073,MM,,,MX
AGU,MONTEAGUDO NDB,NDB,ENROUTE,305,,,,,,,,50,-19.822777778,-63.961944444,,SL,,,BO
AGV,ACARIGUA VOR/DME,VOR-DME,ENROUTE,113400,81X,1105000,1168000,0,-11.000,,,125,9.552083333,-69.237916667,758,SV,,,VE
AGV,AGGENEYS VOR/DME,VOR-DME,ENROUTE,116700,114X,1138000,1201000,0,-20.000,,,130,-29.481019444,18.562491667,2648,FA,,,ZA
AGZ,AYAGUZ VOR/DME,VOR-DME,ENROUTE,113600,83X,1107000,1170000,0,6.000,,,130,47.931111111,80.449722222,2200,UA,,,KZ
AGZ,WAGNER NDB,NDB,ENROUTE,392,,,,,,,,25,43.063391667,-98.293169444,,K3,,,US
AH,AHMEDABAD NDB,NDB,ENROUTE,215,,,,,,,,25,23.141388889,72.699666667,,VA,,,IN
AH,ANGELHOLM NDB,NDB,ENROUTE,417,,,,,,,,15,56.266166667,12.900750000,,ES,,,SE
AH,ANTALAHA NDB,NDB,ENROUTE,321,,,,,,,,50,-14.998916667,50.317916667,,FM,,,MG
AHC,AMEDEE (HERLONG) VOR/DME,VOR-DME,ENROUTE,109000,27X,1051000,988000,0,17.000,,,25,40.267863889,-120.151966667,4005,K2,,,US
AHD,ASHGABAT DME-ILS,DME-ILS,TERMINAL,108700,24X,1048000,985000,0,,,,25,37.985694444,58.378444444,700,UT,UTAA,,TM
AHD,GS 30R,GS,TERMINAL,108700,,,,,,299.497,3.00,18,37.985694444,58.378444444,692,UT,UTAA,30R,TM
AHD,ILS 30R,ILS-II,TERMINAL,108700,,,,,,299.497,,18,38.002861111,58.337166667,692,UT,UTAA,30R,TM
AHN,ATHENS VOR/DME,VOR-DME,ENROUTE,109600,33X,1057000,994000,0,0,,,40,33.947594444,-83.324758333,793,K7,,,US
AHO,ALGHERO TACAN,TACAN,ENROUTE,109300,30X,1054000,991000,0,2.000,,,40,40.636055556,8.289555556,121,LI,,,IT
AHQ,WAHOO NDB,NDB,ENROUTE,400,,,,,,,,25,41.239169444,-96.598361111,,K3,,,US
AHR,ARVAIKHEER DME,DME,ENROUTE,115600,103X,1127000,1190000,0,,,,40,46.257777778,102.790555556,6004,ZM,,,MN
AHR,HERAT VOR/DME,VOR-DME,ENROUTE,116200,109X,1133000,1196000,0,4.000,,,40,34.206944444,62.232777778,3323,OA,,,AF
AHT,ASHIYA TACAN,TACAN,ENROUTE,108600,23X,1047000,984000,0,-8.000,,,130,33.887427778,130.649866667,98,RJ,,,JP
AI,ADDMO (ARDMORE) NDB,NDB,TERMINAL,400,,,,,,,,25,34.232347222,-96.933108333,,K4,KADM,,US
AI,AITUTAKI NDB,NDB,ENROUTE,320,,,,,,,,50,-18.824800000,-159.773433333,,NC,,,CK
AI,ALICANTE NDB,NDB,ENROUTE,330,,,,,,,,25,38.296166667,-0.660000000,,LE,,,ES
AI,AUKI NDB,NDB,ENROUTE,360,,,,,,,,50,-8.701388889,160.680833333,,AG,,,SB
AI,UYO NDB,NDB,ENROUTE,397,,,,,,,,25,4.849027778,8.082194444,,DN,,,NG
AI,VIDEO (ANDERSON) NDB,NDB,TERMINAL,394,,,,,,,,25,40.069527778,-85.510686111,,K5,KAID,,US
AIA,ALLIANCE VOR/DME,VOR-DME,ENROUTE,111800,55X,1079000,1016000,0,11.000,,,40,42.055630556,-102.804444444,3925,K3,,,US
AIK,AIKEN NDB,NDB,ENROUTE,347,,,,,,,,25,33.651800000,-81.676972222,,K7,,,US
AIR,BELLAIRE VORTAC,VORTAC,ENROUTE,117100,118X,1142000,1205000,0,-7.000,,,130,40.017025000,-80.817227778,1307,K5,,,US
AIT,AITKIN NDB,NDB,ENROUTE,397,,,,,,,,25,46.548302778,-93.675436111,,K3,,,US
AIX,NANWAK (MEKORYUK) DME,DME,ENROUTE,112900,76X,1100000,1163000,0,,,,125,60.385150000,-166.214761111,38,PA,,,US
AIX,NANWAK (MEKORYUK) NDB,NDB,ENROUTE,323,,,,,,,,25,60.385280556,-166.214383333,,PA,,,US
AJ,AGHAJARI NDB,NDB,ENROUTE,365,,,,,,,,50,30.741250000,49.684083333,,OI,,,IR
AJ,KRASNOYARSK NDB,NDB,ENROUTE,685,,,,,,,,25,56.183472222,92.448944444,,UN,,,RU
AJ,STARITSA NDB,NDB,ENROUTE,430,,,,,,,,50,56.517500000,34.936388889,,UU,,,RU
AJA,MOUNT MACAJNA (GUAM) NDB,NDB,ENROUTE,385,,,,,,,,50,13.453527778,144.736933333,,PG,,,GU
AJD,AWAJI DME,DME,ENROUTE,115600,103X,1127000,1190000,0,,,,130,34.270302778,134.712941667,884,RJ,,,JP
AJF,AL JOUF VORTAC,VORTAC,ENROUTE,117800,125X,1149000,1212000,0,4.000,,,130,29.789527778,40.071694444,2200,OE,,,SA
AJO,AJACCIO VOR/DME,VOR-DME,ENROUTE,114800,95X,1119000,1182000,0,2.000,,,130,41.770527778,8.774666667,2142,LF,,,FR
AJR,AGHAJARI VOR/DME,VOR-DME,ENROUTE,114900,96X,1120000,1183000,0,4.000,,,130,30.744750000,49.680361111,51,OI,,,IR
AK,AKENO NDB,NDB,ENROUTE,380,,,,,,,,50,34.527777778,136.696666667,,RJ,,,JP
AK,AKRON NDB,NDB,ENROUTE,362,,,,,,,,25,41.069733333,-81.387366667,,K5,,,US
AK,AKRON NDB,NDB,TERMINAL,362,,,,,,,,25,41.069733333,-81.387366667,,K5,KAKR,,US
AK,AKURE NDB,NDB,ENROUTE,276,,,,,,,,25,7.227113889,5.292177778,,DN,,,NG
AKB,AKTOBE VOR/DME,VOR-DME,ENROUTE,113400,81X,1105000,1168000,0,10.000,,,130,50.263416667,57.181888889,700,UA,,,KZ
AKE,AMAKUSA VOR/DME,VOR-DME,ENROUTE,113450,81Y,1105000,1042000,0,-7.000,,,130,32.480236111,130.160966667,351,RJ,,,JP
AKI,AKHISAR TACAN,TACAN,ENROUTE,110200,39X,1063000,1000000,0,5.000,,,130,38.819500000,27.827222222,285,LT,,,TR
AKI,AKUREYRI VOR/DME,VOR-DME,ENROUTE,113600,83X,1107000,1170000,0,-12.000,,,130,65.759805556,-18.004111111,2100,BI,,,IS
AKI,ANDUKI NDB,NDB,ENROUTE,250,,,,,,,,50,4.630250000,114.371722222,,WB,,,BN
AKJ,AL KHARJ VORTAC,VORTAC,ENROUTE,117300,120X,1144000,1207000,0,2.000,,,130,24.068333333,47.407500000,1500,OE,,,SA
AKN,KING SALMON VORTAC,VORTAC,ENROUTE,112800,75X,1099000,1162000,0,16.000,,,130,58.724713889,-156.752347222,95,PA,,,US
AKO,AKRON VOR/DME,VOR-DME,ENROUTE,114400,91X,1115000,1178000,0,13.000,,,130,40.155555556,-103.179713889,4623,K2,,,US
AKP,ANAKTUVUK PASS NDB,NDB,ENROUTE,348,,,,,,,,75,68.136625000,-151.744227778,,PA,,,US
AKQ,WAKEFIELD NDB,NDB,ENROUTE,274,,,,,,,,25,36.982819444,-77.000972222,,K6,,,US
AKR,AKROTIRI TACAN,TACAN,ENROUTE,116000,107X,1131000,1194000,0,5.000,,,40,34.579388889,32.962805556,243,LC,,,CY
AKS,AKSU VOR/DME,VOR-DME,ENROUTE,115100,98X,1122000,1185000,0,4.000,,,130,41.261666667,80.285000000,3888,ZW,,,CN
AKT,AKENO TACAN,TACAN,ENROUTE,112050,57Y,1081000,1144000,0,-7.000,,,130,34.528527778,136.675166667,20,RJ,,,JP
AKT,AKTAU VOR/DME,VOR-DME,ENROUTE,113300,80X,1104000,1167000,0,7.000,,,130,43.872305556,51.064416667,100,UA,,,KZ
AKT,PREVEZA VOR/DME,VOR-DME,ENROUTE,110000,37X,1061000,998000,0,4.000,,,40,38.925913889,20.762177778,35,LG,,,GR
AKU,AKUJARVI (IVALO) NDB,NDB,ENROUTE,432,,,,,,,,15,68.678388889,27.614627778,,EF,,,FI
AKW,KLAWOCK DME,DME,ENROUTE,115800,105X,1129000,1192000,0,,,,130,55.568416667,-133.080947222,30,PA,,,US
AKW,KLAWOCK NDB,NDB,ENROUTE,229,,,,,,,,50,55.568622222,-133.081397222,,PA,,,US
AKW,UYO VOR/DME,VOR-DME,ENROUTE,113800,85X,1109000,1172000,0,-2.000,,,130,4.895277778,8.104944444,201,DN,,,NG
AL,ACCRA NDB,NDB,ENROUTE,258,,,,,,,,25,5.569177778,-0.181780556,,DG,,,GH
AL,ALGASOVO NDB,NDB,ENROUTE,694,,,,,,,,50,53.680277778,41.679722222,,UU,,,RU
AL,BAYKIT NDB,NDB,ENROUTE,470,,,,,,,,50,61.700833333,96.475833333,,UN,,,RU
AL,GS 27,GS,TERMINAL,109500,,,,,,271.695,3.00,18,36.690133333,3.206547222,82,DA,DAAG,27,DZ
AL,HALIM PERDANAKUSUMA (JAKARTA) NDB,NDB,ENROUTE,215,,,,,,,,50,-6.193961111,107.040025000,,WI,,,ID
AL,HAWKY (ALBANY) NDB,NDB,ENROUTE,219,,,,,,,,25,42.817305556,-73.808500000,,K6,,,US
AL,HOUARI BOUMEDIENE DME-ILS,DME-ILS,TERMINAL,109500,32X,1056000,993000,0,,,,25,36.690133333,3.206547222,82,DA,DAAG,,DZ
AL,ILS 27,ILS-I,TERMINAL,109500,,,,,,271.695,,18,36.692152778,3.167177778,82,DA,DAAG,27,DZ
AL,MALOLO (NADI) NDB,NDB,ENROUTE,385,,,,,,,,25,-17.825555556,177.386944444,,NF,,,FJ
AL,MATACAN (SALAMANCA) NDB,NDB,TERMINAL,359,,,,,,,,15,41.030861111,-5.446944444,,LE,LESA,,ES
AL,SANYA NDB,NDB,ENROUTE,205,,,,,,,,15,18.315497222,109.506588889,,ZJ,,,CN
AL,TRINA (WALLA WALLA) NDB,NDB,TERMINAL,353,,,,,,,,25,46.175566667,-118.196358333,,K1,KALW,,US
AL,YUZHNY (IVANOVO) NDB,NDB,TERMINAL,326,,,,,,,,15,56.967638889,40.855972222,,UU,UUBI,,RU
ALA,ALTA NDB,NDB,ENROUTE,358,,,,,,,,50,69.992288889,23.293161111,,EN,,,NO
ALB,AL BATEEN (ABU DHABI) VOR/DME,VOR-DME,ENROUTE,114000,87X,1111000,1174000,0,2.000,,,40,24.438688889,54.446319444,45,OM,,,AE
ALB,ALBANY VORTAC,VORTAC,ENROUTE,115300,100X,1124000,1187000,0,-13.000,,,40,42.747280556,-73.803186111,272,K6,,,US
ALB,ALBENGA VOR/DME,VOR-DME,ENROUTE,116950,116Y,1140000,1077000,0,1.000,,,130,44.048166667,8.127611111,144,LI,,,IT
ALB,ALBORAN NDB,NDB,ENROUTE,519,,,,,,,,50,35.938055556,-3.035277778,,LE,,,ES
ALC,ALCANTARA NDB,NDB,ENROUTE,230,,,,,,,,50,-2.381500000,-44.399333333,,SB,,,BR
ALC,ALCANTARI VOR/DME,VOR-DME,ENROUTE,113400,81X,1105000,1168000,0,-10.100,,,130,-19.267777778,-65.143055556,10233,SL,,,BO
ALD,AL UDEID VORTAC,VORTAC,ENROUTE,115200,99X,1123000,1186000,0,2.000,,,130,25.092761111,51.325866667,105,OT,,,QA
ALD,ALDERNEY NDB,NDB,ENROUTE,383,,,,,,,,25,49.708869444,-2.199772222,,EG,,,GG
ALD,ALLENDALE VOR,VOR,ENROUTE,116700,,,,,-1.000,,,40,33.012494444,-81.292233333,0,K7,,,US
ALD,ALLGAU (MEMMINGEN/ALLGAU) DME,DME,ENROUTE,117200,119X,1143000,1206000,0,,,,25,47.988700000,10.231230556,2145,ED,,,DE
ALE,ALEPPO NDB,NDB,ENROUTE,396,,,,,,,,25,36.185997222,37.223297222,,OS,,,SY
ALE,ALEPPO VOR/DME,VOR-DME,ENROUTE,114500,92X,1116000,1179000,0,3.000,,,130,36.179683333,37.209377778,1276,OS,,,SY
ALF,ALSTER DME,DME,ENROUTE,115800,105X,1129000,1192000,0,,,,40,53.635294444,9.994158333,66,ED,,,DE
ALG,ALGHERO VORTAC,VORTAC,ENROUTE,113800,85X,1109000,1172000,0,2.000,,,130,40.628138889,8.243888889,1453,LI,,,IT
ALG,ALLGAEU (MEMMINGEN) NDB,NDB,ENROUTE,341,,,,,,,,50,47.997380556,10.262188889,,ED,,,DE
ALG,CIUDAD DEL ESTE NDB,NDB,TERMINAL,293,,,,,,,,50,-25.368055556,-54.761666667,,SG,SGES,,PY
ALH,PRAYAGRAJ VOR/DME,VOR-DME,ENROUTE,113300,80X,1104000,1167000,0,0,,,40,25.443222222,81.724316667,348,VE,,,IN
ALI,AL-ASHRAF (AL NAJAF) NDB,NDB,ENROUTE,275,,,,,,,,25,31.993750000,44.399833333,,OR,,,IQ
ALI,AL-ASHRAF (AL NAJAF) VOR/DME,VOR-DME,ENROUTE,114700,94X,1118000,1181000,0,4.000,,,40,31.986083333,44.409055556,100,OR,,,IQ
ALI,ALICE VOR,VOR,ENROUTE,114500,,,,,6.000,,,40,27.739800000,-98.021341667,0,K4,,,US
ALI,ALIGARH VOR/DME,VOR-DME,ENROUTE,117900,126X,1150000,1213000,0,1.000,,,130,27.829305556,78.178333333,663,VI,,,IN
ALI,CAIRO NDB,NDB,ENROUTE,310,,,,,,,,25,30.166944444,31.385000000,,HE,,,EG
ALJ,ORCA BAY (HINCHINBROOK) NDB,NDB,ENROUTE,233,,,,,,,,50,60.479822222,-146.587430556,,PA,,,US
ALM,AIX LES MILLES NDB,NDB,ENROUTE,413,,,,,,,,15,43.507777778,5.366861111,,LF,,,FR
ALM,AL HOCEIMA VOR/DME,VOR-DME,ENROUTE,115000,97X,1121000,1184000,0,-1.000,,,130,35.191083333,-3.841722222,46,GM,,,MA
ALN,AL AIN VOR/DME,VOR-DME,ENROUTE,112600,73X,1097000,1160000,0,2.000,,,130,24.259750000,55.606361111,842,OM,,,AE
ALO,WATERLOO VOR/DME,VOR-DME,ENROUTE,112200,59X,1083000,1020000,0,0,,,40,42.556497222,-92.398925000,866,K3,,,US
ALP,ALEXANDROUPOLIS NDB,NDB,ENROUTE,351,,,,,,,,15,40.855833333,25.940869444,,LG,,,GR
ALP,ALPINE (ELMIRA) NDB,NDB,ENROUTE,245,,,,,,,,25,42.238697222,-76.764050000,,K6,,,US
ALR,ALCANTARA VOR/DME,VOR-DME,ENROUTE,116700,114X,1138000,1201000,0,-21.000,,,150,-2.371486111,-44.397097222,168,SB,,,BR
ALR,DAR EL BEIDA VOR/DME,VOR-DME,ENROUTE,112500,72X,1096000,1159000,0,1.000,,,130,36.690997222,3.215480556,118,DA,,,DZ
ALS,AL-MASSIRA (AGADIR) NDB,NDB,ENROUTE,396,,,,,,,,25,30.320361111,-9.319527778,,GM,,,MA
ALS,ALAMOSA VORTAC,VORTAC,ENROUTE,113900,86X,1110000,1173000,0,13.000,,,130,37.349158333,-105.815533333,7535,K2,,,US
ALS,ALSIE VOR,VOR,ENROUTE,114700,,,,,2.000,,,130,54.905413889,9.993377778,0,EK,,,DK
ALT,ALTET VOR/DME,VOR-DME,ENROUTE,113800,85X,1109000,1172000,0,0,,,130,38.268277778,-0.570111111,197,LE,,,ES
ALT,AMAMI TACAN,TACAN,ENROUTE,115500,102X,1126000,1189000,0,-5.000,,,130,28.443472222,129.583400000,996,RO,,,JP
ALU,AL HOCEIMA NDB,NDB,ENROUTE,401,,,,,,,,50,35.181166667,-3.844558333,,GM,,,MA
ALW,WALLA WALLA VOR/DME,VOR-DME,ENROUTE,116400,111X,1135000,1198000,0,20.000,,,40,46.086977778,-118.292536111,1179,K1,,,US
ALX,ALEXANDROUPOLIS VOR/DME,VOR-DME,ENROUTE,113800,85X,1109000,1172000,0,5.000,,,130,40.853936111,25.956733333,42,LG,,,GR
AM,ALMERIA NDB,NDB,ENROUTE,284,,,,,,,,15,36.875833333,-2.239916667,,LE,,,ES
AM,ARBA MINCH NDB,NDB,TERMINAL,275,,,,,,,,50,6.057691667,37.602350000,,HA,HAAM,,ET
AM,BRIE CHAMPNIERS DME-ILS,DME-ILS,TERMINAL,109350,30Y,1054000,1117000,0,,,,25,45.729861111,0.226305556,467,LF,LFBU,,FR
AM,GIALAM (HANOI) NDB,NDB,ENROUTE,294,,,,,,,,50,20.988758333,105.861386111,,VV,,,VN
AM,GS 28,GS,TERMINAL,109350,,,,,,276.956,3.00,18,45.729861111,0.226333333,412,LF,LFBU,28,FR
AM,ILS 28,ILS-I,TERMINAL,109350,,,,,,276.956,,18,45.730638889,0.205305556,412,LF,LFBU,28,FR
AM,KAZAN NDB,NDB,TERMINAL,475,,,,,,,,25,55.622805556,49.236055556,,UW,UWKD,,RU
AM,PANDE (AMARILLO) NDB,NDB,ENROUTE,251,,,,,,,,50,35.146463889,-101.805547222,,K4,,,US
AM,SURGUT NDB,NDB,TERMINAL,325,,,,,,,,15,61.344166667,73.504861111,,US,USRR,,RU
AMB,AMBATO NDB,NDB,ENROUTE,360,,,,,,,,50,-1.213333333,-78.576666667,,SE,,,EC
AMB,AMBERLEY TACAN,TACAN,ENROUTE,114700,94X,1118000,1181000,0,11.000,,,130,-27.641527778,152.716055556,128,YB,,,AU
AMB,AMBOISE NDB,NDB,ENROUTE,341,,,,,,,,50,47.418166667,1.041000000,,LF,,,FR
AMB,AMBOISE VOR/DME,VOR-DME,ENROUTE,113700,84X,1108000,1171000,0,-2.000,,,130,47.428916667,1.064444444,387,LF,,,FR
AMB,SANTIAGO VOR/DME,VOR-DME,ENROUTE,116100,108X,1132000,1195000,0,1.000,,,125,-33.419722222,-70.784444444,1558,SC,,,CL
AMD,DOHA INTL DME-ILS,DME-ILS,TERMINAL,108500,22X,1046000,983000,0,,,,25,25.271652778,51.561713889,91,OT,OTBD,,QA
AMD,GS 15,GS,TERMINAL,108500,,,,,,158.150,3.50,18,25.271650000,51.561697222,91,OT,OTBD,15,QA
AMD,ILS 15,ILS-I,TERMINAL,108500,,,,,,158.150,,18,25.238675000,51.574963889,91,OT,OTBD,15,QA
AME,KASARI (AMAMI) VOR/DME,VOR-DME,ENROUTE,113950,86Y,1110000,1047000,0,-6.000,,,130,28.434716667,129.711408333,43,RO,,,JP
AMF,AMBLER NDB,NDB,ENROUTE,403,,,,,,,,50,67.105241667,-157.860150000,,PA,,,US
AMG,ALMA VORTAC,VORTAC,ENROUTE,115100,98X,1122000,1185000,0,0,,,130,31.536555556,-82.508088889,194,K7,,,US
AMI,AMARI VORTAC,VORTAC,ENROUTE,116500,112X,1136000,1199000,0,8.000,,,130,59.267166667,24.246805556,100,EE,,,EE
AML,AL-MASSIRA (AGADIR) NDB,NDB,ENROUTE,402,,,,,,,,25,30.323611111,-9.454638889,,GM,,,MA
AML,AMALIAS NDB,NDB,ENROUTE,367,,,,,,,,75,37.775833333,21.347222222,,LG,,,GR
AML,ANDRAVIDA TACAN,TACAN,ENROUTE,133400,61X,1085000,1022000,0,4.000,,,130,37.930000000,21.284666667,55,LG,,,GR
AML,"ARMEL (WASH.,D.C.) VOR/DME",VOR-DME,ENROUTE,113500,82X,1106000,1169000,0,-8.000,,,40,38.934594444,-77.466702778,296,K6,,,US
AMN,ALMERIA NDB,NDB,ENROUTE,310,,,,,,,,50,36.848361111,-2.378194444,,LE,,,ES
AMN,AMBON VOR/DME,VOR-DME,ENROUTE,115500,102X,1126000,1189000,0,1.000,,,130,-3.614919444,128.186061111,33,WA,,,ID
AMN,MARKA VOR/DME,VOR-DME,ENROUTE,116300,110X,1134000,1197000,0,4.000,,,40,32.004072222,36.065986111,2264,OJ,,,JO
AMP,AMAPA NDB,NDB,ENROUTE,275,,,,,,,,50,2.068833333,-50.860500000,,SB,,,BR
AMR,ALMERIA VOR/DME,VOR-DME,ENROUTE,114100,88X,1112000,1175000,0,-1.000,,,130,36.833166667,-2.259416667,197,LE,,,ES
AMS,AMSTERDAM VOR/DME,VOR-DME,ENROUTE,113950,86Y,1110000,1047000,0,0,,,40,52.332641667,4.705658333,1,EH,,,NL
AMS,MAZAR VOR/DME,VOR-DME,ENROUTE,116800,115X,1139000,1202000,0,4.000,,,130,36.702111111,67.211250000,1294,OA,,,AF
AMT,WEST UNION NDB,NDB,ENROUTE,359,,,,,,,,25,38.855413889,-83.563775000,,K5,,,US
AMV,AMBATO VOR/DME,VOR-DME,ENROUTE,112700,74X,1098000,1161000,0,-3.000,,,130,-1.285888889,-78.546277778,9977,SE,,,EC
AN,ALAMO (SAN ANTONIO) NDB,NDB,TERMINAL,368,,,,,,,,25,29.607625000,-98.569700000,,K4,KSAT,,US
AN,ANAPA NDB,NDB,ENROUTE,480,,,,,,,,25,44.967888889,37.303722222,,UR,,,RU
AN,ANDIZHAN NDB,NDB,ENROUTE,422,,,,,,,,25,40.693472222,72.247444444,,UT,,,UZ
AN,ANDOYA DME-ILS,DME-ILS,TERMINAL,109350,30Y,1054000,1117000,0,,,,25,69.283572222,16.159269444,42,EN,ENAN,,NO
AN,ANN NDB,NDB,ENROUTE,385,,,,,,,,75,19.779900000,94.028150000,,VY,,,MM
AN,ANURADHAPURA NDB,NDB,ENROUTE,415,,,,,,,,50,8.309833333,80.437833333,,VC,,,LK
AN,ARVIDSJAUR NDB,NDB,TERMINAL,381,,,,,,,,25,65.633916667,19.143027778,,ES,ESNX,,SE
AN,ATUONA NDB,NDB,ENROUTE,294,,,,,,,,75,-9.752416667,-139.001222222,,NT,,,PF
AN,BELGOROD NDB,NDB,ENROUTE,718,,,,,,,,15,50.665222222,36.524694444,,UU,,,RU
AN,BOGGA (ANNISTON) NDB,NDB,TERMINAL,211,,,,,,,,25,33.534338889,-85.931269444,,K7,KANB,,US
AN,CAUMONT DME-ILS,DME-ILS,TERMINAL,110500,42X,1066000,1003000,0,,,,25,43.911500000,4.902222222,168,LF,LFMV,,FR
AN,ESENBOGA (ANKARA) NDB,NDB,TERMINAL,285,,,,,,,,25,40.061000000,32.932666667,,LT,LTAC,,TR
AN,FELIX HOUPHOUET-BOIGNY DME-ILS,DME-ILS,TERMINAL,110300,40X,1064000,1001000,0,,,,25,5.270666667,-3.920722222,39,DI,DIAP,,CI
AN,GS 17,GS,TERMINAL,110500,,,,,,168.999,3.00,18,43.911500000,4.902222222,110,LF,LFMV,17,FR
AN,GS 18,GS,TERMINAL,109700,,,,,,186.870,3.00,18,36.842472222,7.811219444,16,DA,DABB,18,DZ
AN,GS 21,GS,TERMINAL,110300,,,,,,202.328,3.00,18,5.270666667,-3.920722222,39,DI,DIAP,21,CI
AN,ILS 14,LOC,TERMINAL,109350,,,,,,149.782,,18,69.283602778,16.158475000,0,EN,ENAN,14,NO
AN,ILS 17,ILS-I,TERMINAL,110500,,,,,,168.999,,18,43.897138889,4.904583333,110,LF,LFMV,17,FR
AN,ILS 18,ILS-I,TERMINAL,109700,,,,,,186.870,,18,36.816444444,7.808500000,16,DA,DABB,18,DZ
AN,ILS 21,ILS-II,TERMINAL,110300,,,,,,202.328,,18,5.246050000,-3.932138889,39,DI,DIAP,21,CI
AN,RABAH BITAT DME-ILS,DME-ILS,TERMINAL,109700,34X,1058000,995000,0.200,,,,25,36.842472222,7.811219444,16,DA,DABB,,DZ
AN,SANAA INTL NDB,NDB,TERMINAL,228,,,,,,,,25,15.556222222,44.220138889,,OY,OYSN,,YE
ANA,SANTA ANA NDB,NDB,ENROUTE,345,,,,,,,,50,-13.762888889,-65.432027778,,SL,,,BO
ANB,ANNABA VOR/DME,VOR-DME,ENROUTE,113500,82X,1106000,1169000,0,2.000,,,130,36.832444444,7.814583333,16,DA,,,DZ
ANC,ANCONA VOR/DME,VOR-DME,ENROUTE,110650,43Y,1067000,1130000,0,2.000,,,130,43.586444444,13.471111111,896,LI,,,IT
AND,ANDAHUAYLAS VOR/DME,VOR-DME,ENROUTE,114300,90X,1114000,1177000,0,-4.000,,,130,-13.714225000,-73.377833333,11300,SP,,,PE
AND,ANDONG VOR/DME,VOR-DME,ENROUTE,114800,95X,1119000,1182000,0,-6.000,,,130,30.256666667,121.221666667,16,ZS,,,CN
AND,ANDOYA VOR/DME,VOR-DME,ENROUTE,112200,59X,1083000,1020000,0,6.000,,,130,69.287827778,16.141380556,57,EN,,,NO
AND,ANDRANIK NDB,NDB,ENROUTE,1220,,,,,,,,50,39.830266667,44.992486111,,UD,,,AM
ANE,ARLANDA (STOCKHOLM) DME,DME,ENROUTE,113300,80X,1104000,1167000,0,,,,40,59.693972222,18.059861111,120,ES,,,SE
ANG,ANGADS DME-ILS,DME-ILS,TERMINAL,108100,18X,1042000,979000,0,,,,25,34.808722222,-1.948611111,1555,GM,GMFO,,MA
ANG,ANGERS VOR,VOR,ENROUTE,113000,,,,,-3.000,,,130,47.536861111,-0.851833333,0,LF,,,FR
ANG,GS 13,GS,TERMINAL,108100,,,,,,131.038,3.40,18,34.808722222,-1.948611111,1555,GM,GMFO,13,MA
ANG,ILS 13,ILS-I,TERMINAL,108100,,,,,,131.038,,18,34.790388889,-1.924972222,1555,GM,GMFO,13,MA
ANI,ANIAK NDB,NDB,ENROUTE,359,,,,,,,,50,61.590155556,-159.597891667,,PA,,,US
ANK,ANARAK VOR/DME,VOR-DME,ENROUTE,112700,74X,1098000,1161000,0,3.000,,,130,33.537527778,53.729666667,3445,OI,,,IR
ANK,ANKARA DME,DME,ENROUTE,114900,96X,1120000,1183000,0,,,,130,39.953277778,32.828333333,2835,LT,,,TR
ANK,ANKARA NDB,NDB,ENROUTE,356,,,,,,,,50,39.953277778,32.828333333,,LT,,,TR
ANL,NEA ANCHIALOS TACAN,TACAN,ENROUTE,115600,103X,1127000,1190000,0,4.000,,,130,39.213666667,22.744166667,82,LG,,,GR
ANN,ANNETTE ISLAND VOR/DME,VOR-DME,ENROUTE,117100,118X,1142000,1205000,0,21.000,,,130,55.060408333,-131.578400000,174,PA,,,US
ANS,ANSBACH NDB,NDB,ENROUTE,452,,,,,,,,25,49.308897222,10.631575000,,ED,,,DE
ANT,ANTALYA DME-ILS,DME-ILS,TERMINAL,109100,28X,1052000,989000,0,,,,25,36.875722222,30.789305556,187,LT,LTAI,,TR
ANT,ANTONI DME,DME,ENROUTE,113700,84X,1108000,1171000,0,,,,130,60.863008333,25.126819444,314,EF,,,FI
ANT,ANTWERP (DEURNE) VOR/DME,VOR-DME,ENROUTE,113500,82X,1106000,1169000,0,0,,,130,51.190472222,4.472583333,66,EB,,,BE
ANU,V.C. BIRD (SAINT JOHNS) VOR/DME,VOR-DME,ENROUTE,114500,92X,1116000,1179000,0,-15.000,,,150,17.125880556,-61.800166667,400,TA,,,AG
ANV,ANVIK NDB,NDB,ENROUTE,365,,,,,,,,50,62.641458333,-160.185333333,,PA,,,US
ANW,AINSWORTH VOR/DME,VOR-DME,ENROUTE,112700,74X,1098000,1161000,0,9.000,,,40,42.569113889,-99.989661111,2605,K3,,,US
ANW,ARLANDA (STOCKHOLM) DME,DME,ENROUTE,112050,57Y,1081000,1144000,0,,,,40,59.713277778,17.852583333,176,ES,,,SE
ANX,NAPOLEON VORTAC,VORTAC,ENROUTE,114000,87X,1111000,1174000,0,7.000,,,40,39.095425000,-94.128836111,878,K3,,,US
ANY,ANTHONY VORTAC,VORTAC,ENROUTE,112900,76X,1100000,1163000,0,7.000,,,40,37.158980556,-98.170775000,1393,K3,,,US
ANY,SEMARANG VOR/DME,VOR-DME,ENROUTE,115200,99X,1123000,1186000,0,1.000,,,125,-6.974694444,110.380111111,9,WI,,,ID
AO,AKSINYINO NDB,NDB,ENROUTE,732,,,,,,,,75,55.152777778,38.288611111,,UU,,,RU
